"No.","Time","Source","Destination","Protocol","Length","Info"
"3405","88.897671","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=38827 Win=108288 Len=0"
"3406","88.907419","52.94.233.103","192.168.88.254","TLSv1.2","234","Application Data"
"3407","88.907526","52.94.233.103","192.168.88.254","TLSv1.2","103","Application Data"
"3408","88.912056","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=47587 Win=125696 Len=0"
"3409","88.912163","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=50507 Win=131584 Len=0"
"3410","88.915495","192.168.88.254","52.94.233.103","TCP","1514","39305  >  443 [ACK] Seq=65107 Ack=5259 Win=108288 Len=1460 [TCP segment of a reassembled PDU]"
"3411","88.918157","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=59267 Win=148992 Len=0"
"3412","88.918346","192.168.88.254","52.94.233.103","TCP","1514","39305  >  443 [ACK] Seq=66567 Ack=5259 Win=108288 Len=1460 [TCP segment of a reassembled PDU]"
"3413","88.919652","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=62187 Win=154880 Len=0"
"3414","88.923100","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=65107 Win=160768 Len=0"
"3415","88.925204","192.168.88.254","52.94.233.103","TCP","1514","39305  >  443 [ACK] Seq=68027 Ack=5259 Win=108288 Len=1460 [TCP segment of a reassembled PDU]"
"3416","88.925810","192.168.88.254","52.94.233.103","TCP","1514","39305  >  443 [ACK] Seq=69487 Ack=5259 Win=108288 Len=1460 [TCP segment of a reassembled PDU]"
"3417","88.925865","192.168.88.254","52.94.233.103","TLSv1.2","1027","Application Data, Application Data"
"3418","88.925953","192.168.88.254","52.94.233.103","TCP","54","39304  >  443 [ACK] Seq=21012 Ack=5717 Win=113920 Len=0"
"3419","88.943098","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=68027 Win=166656 Len=0"
"3420","88.952714","52.94.233.103","192.168.88.254","TCP","60","443  >  39305 [ACK] Seq=5259 Ack=71920 Win=174336 Len=0"
"3421","88.978348","52.94.233.103","192.168.88.254","TLSv1.2","234","Application Data"
"3422","88.978744","52.94.233.103","192.168.88.254","TLSv1.2","103","Application Data"
"3423","88.981234","192.168.88.254","52.94.233.103","TCP","54","39305  >  443 [ACK] Seq=71920 Ack=5439 Win=111104 Len=0"
"3424","88.985749","192.168.88.254","52.94.233.103","TCP","54","39305  >  443 [ACK] Seq=71920 Ack=5488 Win=111104 Len=0"
"3425","88.996437","52.94.233.103","192.168.88.254","TLSv1.2","103","[TCP Spurious Retransmission] , Application Data"
"3426","89.002185","192.168.88.254","52.94.233.103","TCP","66","[TCP Dup ACK 3424#1] 39305  >  443 [ACK] Seq=71920 Ack=5488 Win=111104 Len=0 SLE=5439 SRE=5488"
"3427","89.032866","192.168.88.254","52.94.233.103","TLSv1.2","438","Application Data"
"3428","89.035851","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=21396 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3429","89.035910","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=22856 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3430","89.036010","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=24316 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3431","89.042072","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=25776 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3432","89.045859","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=27236 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3433","89.045915","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3434","89.046008","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=30156 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3435","89.046090","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=31616 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3436","89.046187","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=33076 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3437","89.046269","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=34536 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3438","89.049361","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=35996 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3439","89.049905","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3440","89.053560","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=38916 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3441","89.053616","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=40376 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3442","89.058939","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=22856 Win=78080 Len=0"
"3443","89.062320","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=41836 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3444","89.064800","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=25776 Win=83968 Len=0"
"3445","89.065876","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=43296 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3446","89.065935","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3447","89.066032","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=46216 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3448","89.066141","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=47676 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3449","89.066632","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=49136 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3450","89.070744","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=50596 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3451","89.070799","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=52056 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3452","89.070885","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3453","89.070964","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=54976 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3454","89.071048","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=56436 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3455","89.071127","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=57896 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3456","89.071209","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=59356 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3457","89.073180","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=28696 Win=89600 Len=0"
"3458","89.073214","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=31616 Win=95488 Len=0"
"3459","89.076461","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=60816 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3460","89.078492","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=34536 Win=101376 Len=0"
"3461","89.078523","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=37456 Win=107264 Len=0"
"3462","89.078855","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=40376 Win=113152 Len=0"
"3463","89.080111","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3464","89.080166","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=63736 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3465","89.080250","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=65196 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3466","89.080333","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=66656 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3467","89.080416","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=68116 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3468","89.080497","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3469","89.083007","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=71036 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3470","89.083065","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=72496 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3471","89.083117","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=73956 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3472","89.083229","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=75416 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3473","89.085608","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=43296 Win=119040 Len=0"
"3474","89.086630","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=76876 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3475","89.086686","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3476","89.086770","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=79796 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3477","89.086852","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=81256 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3478","89.086934","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=82716 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3479","89.087015","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=84176 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3480","89.088132","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=85636 Ack=5717 Win=113920 Len=1460 [TCP segment of a reassembled PDU]"
"3481","89.091546","192.168.88.254","52.94.233.103","TLSv1.2","1341","Application Data, Application Data"
"3482","89.101906","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=46216 Win=124672 Len=0"
"3483","89.105190","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=50596 Win=133632 Len=0"
"3484","89.105759","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=53516 Win=139264 Len=0"
"3485","89.106608","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=57896 Win=148224 Len=0"
"3486","89.107155","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=60816 Win=153856 Len=0"
"3487","89.107258","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=63736 Win=159744 Len=0"
"3488","89.108009","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=66656 Win=165632 Len=0"
"3489","89.108123","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=69576 Win=171520 Len=0"
"3490","89.108813","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=72496 Win=177408 Len=0"
"3491","89.113259","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=75416 Win=183040 Len=0"
"3492","89.113778","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=78336 Win=188928 Len=0"
"3493","89.114229","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=81256 Win=193536 Len=0"
"3494","89.114616","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=84176 Win=195584 Len=0"
"3495","89.115202","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5717 Ack=87096 Win=195584 Len=0"
"3496","89.116658","04:95:e6:22:f8:61","01:80:c2:00:00:00","STP","52","Conf. Root = 32768/0/04:95:e6:22:f8:60  Cost = 0  Port = 0x8002"
"3497","89.141223","52.94.233.103","192.168.88.254","TLSv1.2","234","Application Data"
"3498","89.141849","52.94.233.103","192.168.88.254","TLSv1.2","103","Application Data"
"3499","89.149446","192.168.88.254","52.94.233.103","TCP","54","39304  >  443 [ACK] Seq=88383 Ack=5946 Win=116992 Len=0"
"3500","89.182384","192.168.88.254","52.94.233.103","TLSv1.2","438","Application Data"
"3501","89.186331","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=88767 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3502","89.186386","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=90227 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3503","89.186473","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=91687 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3504","89.186561","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=93147 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3505","89.186647","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=94607 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3506","89.186726","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3507","89.189976","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=97527 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3508","89.190031","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=98987 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3509","89.190133","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=100447 Ack=5946 Win=116992 Len=1460 [TCP segment of a reassembled PDU]"
"3510","89.207531","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5946 Ack=91687 Win=193536 Len=0"
"3511","89.208255","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5946 Ack=94607 Win=195584 Len=0"
"3512","89.209337","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5946 Ack=97527 Win=195584 Len=0"
"3513","89.210512","192.168.88.254","52.94.233.103","TLSv1.2","1186","Application Data"
"3514","89.211749","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5946 Ack=100447 Win=195584 Len=0"
"3515","89.232745","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=5946 Ack=103039 Win=195584 Len=0"
"3516","89.245319","52.94.233.103","192.168.88.254","TLSv1.2","234","Application Data"
"3517","89.246278","52.94.233.103","192.168.88.254","TLSv1.2","103","Application Data"
"3518","89.251631","192.168.88.254","52.94.233.103","TCP","54","39304  >  443 [ACK] Seq=103039 Ack=6175 Win=119808 Len=0"
"3519","89.313600","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=103039 Ack=6175 Win=119808 Len=1460 [TCP segment of a reassembled PDU]"
"3520","89.317594","192.168.88.254","52.94.233.103","TLSv1.2","1297","Application Data"
"3521","89.343439","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6175 Ack=105742 Win=195584 Len=0"
"3522","89.344416","52.94.233.103","192.168.88.254","TLSv1.2","234","Application Data"
"3523","89.344542","52.94.233.103","192.168.88.254","TLSv1.2","103","Application Data"
"3524","89.356602","192.168.88.254","52.94.233.103","TCP","54","39304  >  443 [ACK] Seq=105742 Ack=6404 Win=122880 Len=0"
"3525","89.430768","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=105742 Ack=6404 Win=122880 Len=1460 [TCP segment of a reassembled PDU]"
"3526","89.433522","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=107202 Ack=6404 Win=122880 Len=1460 [TCP segment of a reassembled PDU]"
"3527","89.433587","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=108662 Ack=6404 Win=122880 Len=1460 [TCP segment of a reassembled PDU]"
"3528","89.433687","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=110122 Ack=6404 Win=122880 Len=1460 [TCP segment of a reassembled PDU]"
"3529","89.433784","192.168.88.254","52.94.233.103","TLSv1.2","238","Application Data"
"3530","89.456790","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6404 Ack=108662 Win=195584 Len=0"
"3531","89.460544","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6404 Ack=111766 Win=195584 Len=0"
"3532","89.467717","192.168.88.239","176.32.101.52","TLSv1.2","351","Application Data"
"3533","89.468467","52.94.233.103","192.168.88.254","TLSv1.2","234","Application Data"
"3534","89.468503","52.94.233.103","192.168.88.254","TLSv1.2","103","Application Data"
"3535","89.470644","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=208065 Ack=273187 Win=9260 Len=1460 [TCP segment of a reassembled PDU]"
"3536","89.478948","192.168.88.254","52.94.233.103","TCP","54","39304  >  443 [ACK] Seq=111766 Ack=6633 Win=125696 Len=0"
"3537","89.480036","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=209525 Ack=273187 Win=9260 Len=1460 [TCP segment of a reassembled PDU]"
"3538","89.480420","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=210985 Ack=273187 Win=9260 Len=1460 [TCP segment of a reassembled PDU]"
"3539","89.484017","192.168.88.239","176.32.101.52","TCP","1514","56710  >  443 [ACK] Seq=212445 Ack=273187 Win=9260 Len=1460 [TCP segment of a reassembled PDU]"
"3540","89.484082","192.168.88.239","176.32.101.52","TLSv1.2","1134","Application Data"
"3541","89.484194","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"3542","89.489242","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273187 Ack=208065 Win=29367 Len=0"
"3543","89.490773","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"3544","89.496147","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273187 Ack=209525 Win=29344 Len=0"
"3545","89.501686","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"3546","89.501888","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273187 Ack=210985 Win=29321 Len=0"
"3547","89.508319","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273187 Ack=212445 Win=29299 Len=0"
"3548","89.509709","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273187 Ack=213905 Win=29276 Len=0"
"3549","89.511668","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273187 Ack=214985 Win=29259 Len=0"
"3550","89.512178","176.32.101.52","192.168.88.239","TLSv1.2","96","Application Data"
"3551","89.512289","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"3552","89.514169","192.168.88.239","176.32.101.52","TCP","54","56710  >  443 [ACK] Seq=215937 Ack=273229 Win=9260 Len=0"
"3553","89.517088","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273229 Ack=215461 Win=29251 Len=0"
"3554","89.526678","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"3555","89.533201","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"3556","89.537287","192.168.88.254","52.94.233.103","TLSv1.2","438","Application Data"
"3557","89.537575","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273229 Ack=215937 Win=29244 Len=0"
"3558","89.541216","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=112150 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3559","89.542778","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=113610 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3560","89.545927","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=115070 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3561","89.546000","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=116530 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3562","89.546091","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=117990 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3563","89.546185","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3564","89.546267","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=120910 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3565","89.546353","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=122370 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3566","89.546435","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=123830 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3567","89.546516","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=125290 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3568","89.546600","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=126750 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3569","89.546686","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3570","89.546768","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=129670 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3571","89.546853","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=131130 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3572","89.546938","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=132590 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3573","89.547021","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=134050 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3574","89.547100","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3575","89.548815","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=136970 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3576","89.548873","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=138430 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3577","89.548958","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=139890 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3578","89.549040","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=141350 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3579","89.549122","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=142810 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3580","89.549206","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3581","89.549290","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=145730 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3582","89.549372","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=147190 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3583","89.549455","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=148650 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3584","89.549541","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=150110 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3585","89.550246","192.168.88.239","176.32.101.52","TLSv1.2","252","Application Data"
"3586","89.553793","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=151570 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3587","89.555149","192.168.88.239","176.32.101.52","TLSv1.2","332","Application Data"
"3588","89.555958","192.168.88.254","52.94.233.103","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"3589","89.559849","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=154490 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3590","89.561408","176.32.101.52","192.168.88.239","TCP","60","443  >  56710 [ACK] Seq=273229 Ack=216413 Win=29237 Len=0"
"3591","89.561717","192.168.88.254","52.94.233.103","TCP","1514","39304  >  443 [ACK] Seq=155950 Ack=6633 Win=125696 Len=1460 [TCP segment of a reassembled PDU]"
"3592","89.565668","192.168.88.239","176.32.101.52","TLSv1.2","412","Application Data"
"3593","89.566540","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6633 Ack=113610 Win=201216 Len=0"
"3594","89.571308","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6633 Ack=116530 Win=207104 Len=0"
"3595","89.572743","192.168.88.254","52.94.233.103","TLSv1.2","825","Application Data"
"3596","89.576106","192.168.88.239","176.32.101.52","TLSv1.2","172","Application Data"
"3597","89.577209","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6633 Ack=119450 Win=212992 Len=0"
"3598","89.582528","52.94.233.103","192.168.88.254","TCP","60","443  >  39304 [ACK] Seq=6633 Ack=122370 Win=218880 Len=0"
